action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0001,SER014,document,26,23.4,Proposed
ACT0002,SER004,document,29,8.7,Proposed
ACT0003,SER011,document,29,18.4,Complete
ACT0004,SER027,monitor,22,2.9,Proposed
ACT0005,SER025,validate,11,11.7,Ready
ACT0006,SER034,automate,15,20.5,Proposed
ACT0007,SER023,prioritize,8,21.6,Complete
ACT0008,SER003,document,5,20.1,Complete
ACT0009,SER002,prioritize,35,4.7,Ready
ACT0010,SER005,document,26,5.1,Ready
ACT0011,SER026,automate,39,20.9,Proposed
ACT0012,SER016,monitor,15,18.9,Proposed
ACT0013,SER018,prioritize,31,2.1,Proposed
ACT0014,SER027,monitor,23,20.3,In Review
ACT0015,SER030,document,17,20.9,Ready
ACT0016,SER016,monitor,44,18.8,Ready
ACT0017,SER028,validate,27,11.3,Ready
ACT0018,SER013,escalate,17,11.0,Complete
ACT0019,SER022,validate,17,9.3,In Review
ACT0020,SER022,validate,8,18.7,Ready
ACT0021,SER007,escalate,14,22.4,Ready
ACT0022,SER023,validate,17,17.4,Complete
ACT0023,SER005,validate,41,19.7,Complete
ACT0024,SER015,automate,5,18.3,Proposed
ACT0025,SER031,prioritize,14,17.4,Proposed
ACT0026,SER010,monitor,15,13.6,Ready
ACT0027,SER021,document,24,14.0,Proposed
ACT0028,SER012,validate,14,20.2,Proposed
ACT0029,SER012,escalate,42,14.3,Ready
ACT0030,SER004,automate,35,20.3,In Review
ACT0031,SER026,automate,41,18.3,Complete
ACT0032,SER017,document,17,2.8,Ready
ACT0033,SER019,validate,10,23.3,Complete
ACT0034,SER012,validate,8,20.8,In Review
ACT0035,SER010,automate,25,4.4,Ready
ACT0036,SER033,automate,37,6.7,Proposed
ACT0037,SER021,escalate,20,12.9,Ready
ACT0038,SER015,validate,19,3.4,Ready
ACT0039,SER009,document,12,5.6,Proposed
ACT0040,SER008,document,36,5.2,Complete
ACT0041,SER005,monitor,42,17.4,Ready
ACT0042,SER019,validate,4,20.7,In Review
ACT0043,SER011,validate,35,15.5,In Review
ACT0044,SER017,automate,26,21.3,Ready
ACT0045,SER014,validate,9,10.3,Complete
ACT0046,SER018,document,36,8.4,Proposed
ACT0047,SER036,monitor,36,13.8,Proposed
ACT0048,SER031,monitor,29,18.3,Complete
ACT0049,SER012,automate,19,15.8,Complete
ACT0050,SER021,prioritize,24,13.2,In Review
ACT0051,SER020,prioritize,22,10.3,Complete
ACT0052,SER031,escalate,42,15.8,Proposed
ACT0053,SER025,document,40,7.0,In Review
ACT0054,SER018,prioritize,16,8.7,Complete
ACT0055,SER011,monitor,20,20.6,In Review
ACT0056,SER008,document,16,12.1,Ready
ACT0057,SER002,prioritize,24,5.5,Complete
ACT0058,SER034,prioritize,29,6.1,Complete
ACT0059,SER027,validate,39,8.7,Complete
ACT0060,SER014,document,42,2.3,Proposed
ACT0061,SER002,prioritize,8,10.9,Complete
ACT0062,SER025,document,14,2.1,Complete
ACT0063,SER018,document,29,6.9,Complete
ACT0064,SER015,prioritize,2,11.6,Proposed
ACT0065,SER013,automate,38,8.5,Proposed
ACT0066,SER026,validate,38,17.0,Ready
ACT0067,SER015,prioritize,29,18.9,In Review
ACT0068,SER034,validate,14,4.3,In Review
ACT0069,SER004,validate,17,2.7,In Review
ACT0070,SER010,monitor,41,21.7,Ready
ACT0071,SER025,escalate,5,15.7,Proposed
ACT0072,SER004,escalate,35,18.6,Complete
ACT0073,SER032,monitor,6,5.4,Complete
ACT0074,SER003,prioritize,21,15.7,Ready
ACT0075,SER005,escalate,20,14.9,In Review
ACT0076,SER024,escalate,20,23.9,Ready
ACT0077,SER013,monitor,10,3.8,In Review
ACT0078,SER013,automate,43,21.7,Complete
ACT0079,SER016,monitor,40,14.6,In Review
ACT0080,SER006,prioritize,9,15.2,Complete
ACT0081,SER015,monitor,12,3.0,In Review
ACT0082,SER008,escalate,23,6.9,Complete
ACT0083,SER005,escalate,42,2.9,Ready
ACT0084,SER012,document,34,6.4,In Review
ACT0085,SER006,automate,13,23.1,Complete
ACT0086,SER035,validate,18,12.6,Ready
ACT0087,SER009,monitor,42,23.6,Complete
